"","Estimate..ANCESTRY...Total.population...American","Estimate..COMMUTING.TO.WORK...Workers.16.years.and.over...Worked.at.home","Estimate..FERTILITY...Number.of.women.15.to.50.years.old.who.had.a.birth.in.the.past.12.months","Estimate..GRANDPARENTS...Number.of.grandparents.living.with.own.grandchildren.under.18.years","Estimate..HOUSEHOLDS.BY.TYPE...Average.family.size","Estimate..HOUSEHOLDS.BY.TYPE...Average.household.size","Estimate..INDUSTRY...Civilian.employed.population.16.years.and.over...Agriculture..forestry..fishing.and.hunting..and.mining","Estimate..RACE...One.race...American.Indian.and.Alaska.Native","Estimate..RACE...One.race...American.Indian.and.Alaska.Native...Cherokee.tribal.grouping","Estimate..RACE...One.race...American.Indian.and.Alaska.Native...Chippewa.tribal.grouping","Estimate..RACE...One.race...American.Indian.and.Alaska.Native...Navajo.tribal.grouping","Estimate..RACE...One.race...American.Indian.and.Alaska.Native...Sioux.tribal.grouping","Estimate..RACE...One.race...Asian...Asian.Indian","Estimate..RACE...One.race...Asian...Other.Asian","Estimate..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander","Estimate..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Guamanian.or.Chamorro","Estimate..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Native.Hawaiian","Estimate..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Other.Pacific.Islander","Estimate..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Samoan","Estimate..RACE...Two.or.more.races...Black.or.African.American.and.American.Indian.and.Alaska.Native","Estimate..RACE...Two.or.more.races...White.and.American.Indian.and.Alaska.Native","Percent..RACE...One.race...American.Indian.and.Alaska.Native...Cherokee.tribal.grouping","Percent..RACE...One.race...American.Indian.and.Alaska.Native...Chippewa.tribal.grouping","Percent..RACE...One.race...American.Indian.and.Alaska.Native...Navajo.tribal.grouping","Percent..RACE...One.race...American.Indian.and.Alaska.Native...Sioux.tribal.grouping","Percent..RACE...One.race...Asian","Percent..RACE...One.race...Asian...Asian.Indian","Percent..RACE...One.race...Asian...Chinese","Percent..RACE...One.race...Asian...Filipino","Percent..RACE...One.race...Asian...Japanese","Percent..RACE...One.race...Asian...Korean","Percent..RACE...One.race...Asian...Other.Asian","Percent..RACE...One.race...Asian...Vietnamese","Percent..RACE...One.race...Black.or.African.American","Percent..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander","Percent..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Guamanian.or.Chamorro","Percent..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Native.Hawaiian","Percent..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Other.Pacific.Islander","Percent..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Samoan","Percent..RACE...One.race...White","Percent..RACE...Two.or.more.races","Percent..RACE...Two.or.more.races...Black.or.African.American.and.American.Indian.and.Alaska.Native","Percent..RACE...Two.or.more.races...White.and.American.Indian.and.Alaska.Native","Percent..RACE...Two.or.more.races...White.and.Asian","Percent..RACE...Two.or.more.races...White.and.Black.or.African.American","Percent..SCHOOL.ENROLLMENT...Population.3.years.and.over.enrolled.in.school...Elementary.school..grades.1.8.","Percent..SEX.AND.AGE...10.to.14.years","Percent..SEX.AND.AGE...15.to.19.years","Percent..SEX.AND.AGE...25.to.34.years","Percent..SEX.AND.AGE...35.to.44.years","Percent..SEX.AND.AGE...45.to.54.years","Percent..SEX.AND.AGE...5.to.9.years","Percent..SEX.AND.AGE...55.to.59.years","Percent..SEX.AND.AGE...60.to.64.years","Percent..SEX.AND.AGE...62.years.and.over","Percent..SEX.AND.AGE...65.to.74.years","Percent..SEX.AND.AGE...Under.5.years","Annual_MIR"
"7790",24,66,11,65,2.83,2,0,0,0,0,0,0,1305,108,10,0,0,10,0,0,0,0,0,0,0,48.7,33.1,2.1,0.2,1.2,5.3,2.7,3.9,9.9,0.3,0,0,0.3,0,36.4,1.6,0,0,0.3,0.3,31.1,3.8,3.6,40.4,18.3,8.1,5.8,1.7,2.2,3.6,2,6.5,168.371083018029
"7791",127,135,74,72,3.21,3.1,12,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,13.7,2.5,3.8,1.6,1.1,3.6,0,1,1.1,0,0,0,0,0,82,3.2,0,0,3.1,0,37.1,8.4,7.6,6.8,11.8,15.6,4.8,11.9,7.6,17.2,7,6.2,3144.37740317509
"7792",130,236,63,137,3.27,2.71,0,11,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,23.5,6.4,9.1,1.3,2.6,4,0,0,1.7,0,0,0,0,0,71,1.2,0,0,0.8,0,40.5,6.5,8.4,9.9,14.5,18,6.2,6.9,8.3,18,10.3,4.1,483.488634392865
"7793",119,60,42,90,3.43,2.76,30,0,0,0,0,0,47,77,0,0,0,0,0,0,8,0,0,0,0,13.5,1.3,0.3,3.1,1.9,3.4,2.1,1.3,2.8,0,0,0,0,0,75.2,3.5,0,0.2,1,1.1,39.3,4.7,6.9,16.2,13.7,14.2,6.6,10.3,3.7,15.3,7.8,5,452.14755390189
"7795",64,75,126,114,4.19,3.61,10,0,0,0,0,0,340,65,0,0,0,0,0,0,38,0,0,0,0,9.2,6.2,0.2,1.1,0.5,0,1.2,0,1.5,0,0,0,0,0,56.2,1.6,0,0.7,0.1,0,59.5,10.1,4.3,18.9,12.2,13.2,10.6,6.3,5.1,10.7,5.1,9,197.025761065828
"7796",0,10,89,78,3.98,3.13,43,0,0,0,0,0,47,12,0,0,0,0,0,0,0,0,0,0,0,5.2,1.5,0,2.1,0,0,0.4,1.2,14.5,0,0,0,0,0,43,3.3,0,0,0,1.9,53.3,8.3,6.6,12.8,19.1,14,10.9,3,3,6,3.3,12.8,142.031886028013
"7797",61,37,155,159,3.45,3.18,1,42,0,0,0,0,177,42,8,0,8,0,0,0,0,0,0,0,0,4.7,2.2,0.3,0.7,0.4,0.6,0.5,0,5.6,0.1,0,0.1,0,0,63.1,3.7,0,0,2,0.9,36.5,5.9,7.3,14.2,16.8,15.7,6.5,7.4,3.4,9.6,3.7,6.9,268.876879284606
"7799",133,17,160,160,3.09,2.27,13,42,42,0,0,0,333,96,0,0,0,0,0,0,68,0.6,0,0,0,15.4,4.9,1.8,3.4,2.1,1.9,1.4,0,3.3,0,0,0,0,0,53.4,7.1,0,1,0.2,1.5,39,4.4,3.4,25.5,15.4,13.7,6.8,2.9,3.8,10.5,7.3,9.4,407.205000973714
"7800",247,145,194,47,3.39,2.85,0,44,0,0,0,0,1024,102,0,0,0,0,0,0,12,0,0,0,0,20.2,14.9,0.4,1,0.1,2.3,1.5,0,4.6,0,0,0,0,0,50.3,1,0,0.2,0.4,0.4,41.1,5.2,4.2,24.1,15.8,9.4,7.6,5,6.4,10.5,3.9,10.4,181.103549728787
"7801",102,18,10,160,3.46,2.73,8,0,0,0,0,0,460,111,0,0,0,0,0,0,15,0,0,0,0,31.5,14.1,3.1,7.2,0.7,1.8,3.4,1.2,3.3,0,0,0,0,0,56.5,3,0,0.5,2.5,0,41.3,4.8,3,9.7,9.3,12.7,5.4,8.8,4.6,30.9,14.4,7.6,133.491206440885
"7802",115,38,24,82,3.33,2.98,17,0,0,0,0,0,210,40,0,0,0,0,0,0,0,0,0,0,0,29.1,5.9,4.6,11.9,0,4,1.1,1.6,1.4,0,0,0,0,0,67.2,1.8,0,0,1.8,0,33.2,3.9,4.3,10.4,10.2,12.4,6.9,7.5,9.3,29.9,13.8,3.6,203.388776911487
"7803",131,67,110,208,3.14,2.67,0,38,0,0,0,0,15,418,0,0,0,0,0,0,0,0,0,0,0,13.3,0.3,2.5,0.5,0,0.6,8.5,1.1,0.9,0,0,0,0,0,78.9,1.7,0,0,0.2,0,22.5,1.7,5.5,13.2,10.5,15.4,4.3,10.2,4.1,25.7,10.8,6.6,209.784825691519
"7804",163,136,75,188,3.41,2.89,1,111,111,0,0,0,320,292,0,0,0,0,0,0,0,2,0,0,0,22.9,5.7,0.4,4.3,0.3,7.1,5.2,0,0,0,0,0,0,0,74,0.5,0,0,0.5,0,43.9,6.1,4.3,13.8,10.4,13.7,4.3,8.2,7.1,24.3,9.5,5.5,266.505209604585
"7805",49,57,36,253,3.42,2.66,0,14,0,0,0,0,232,533,0,0,0,0,0,0,14,0,0,0,0,31.4,3.7,2.3,6.3,0,9.1,8.5,1.5,4.1,0,0,0,0,0,58.6,1.8,0,0.2,0.9,0.2,35.4,5.2,4.2,13.9,13.8,10.9,7.3,6.6,6.2,28.2,13.1,4.3,404.899480894956
"7806",65,82,71,201,3.54,3.1,0,12,0,0,0,0,706,102,0,0,0,0,0,0,0,0,0,0,0,32.7,16.5,1.5,9.7,0.4,1.5,2.4,0.8,2.5,0,0,0,0,0,61.1,0.8,0,0,0.8,0,38.6,4.8,3.6,15.2,12,12.9,4.7,7.2,7.7,23.3,10.6,8.2,380.246454370355
"7807",188,229,20,0,3.1,2.67,0,44,0,44,0,0,121,81,0,0,0,0,0,0,0,0,1,0,0,12.7,2.9,1.9,3,1.4,1,1.9,0.6,6,0,0,0,0,0,72.3,3.8,0,0,1.3,1.8,35.1,6.6,5.2,8.4,13.1,15,7.4,8.8,7.2,21.7,9.4,6,329.629598089506
"7808",365,103,32,38,3.16,2.74,0,0,0,0,0,0,60,85,0,0,0,0,0,0,0,0,0,0,0,8.8,1.7,0.5,2.2,0.2,1.7,2.5,0,11.8,0,0,0,0,0,76.2,2.9,0,0,2.3,0,34.2,7.1,6.4,11.1,7.8,12.9,6.4,12.8,5.7,23,12.4,5.5,259.780359484055
"7809",92,168,36,211,3.38,2.58,0,0,0,0,0,0,22,87,0,0,0,0,0,0,17,0,0,0,0,7.6,0.6,1.2,0.8,0.6,0,2.2,2.2,17.7,0,0,0,0,0,60.7,3.4,0,0.4,0.8,0.3,39.8,5.7,4.5,20.2,16.5,16.2,8.3,3.3,3.7,9.5,4.1,10.2,68.2277859838142
"7810",86,107,95,111,3.69,2.64,0,0,0,0,0,0,107,85,0,0,0,0,0,0,46,0,0,0,0,4.6,2.1,0.3,0.6,0,0,1.6,0,19.4,0,0,0,0,0,61.9,4,0,0.9,0.8,1,41,10,3.4,23.6,20.8,9.7,7.9,5.2,3.6,4.6,2.3,6.3,54.6934893796783
"7811",157,170,133,179,3.46,2.69,0,26,0,0,0,0,112,0,0,0,0,0,0,11,86,0,0,0,0,3.1,1.5,0.2,1.2,0.2,0,0,0,45.6,0,0,0,0,0,46.9,3.6,0.2,1.2,0.9,0.7,37.3,3.8,5.5,23.4,15.3,14.1,6.1,3.9,4.9,7.3,2.6,9.4,81.5817449787789
"7812",94,119,71,90,2.99,1.87,14,6,0,0,0,0,14,623,0,0,0,0,0,13,0,0,0,0,0,12.4,0.2,0.7,1,0,0.1,10.3,0.1,25.4,0,0,0,0,0,57.2,2.7,0.2,0,0,0.8,19.5,2,3.9,19,14.5,18.2,3.4,4.4,4.8,20.4,8.9,6.1,69.6443909195932
"7813",92,132,62,13,3.25,2.07,44,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2.2,0,1.5,0.7,0,0,0,0,27,0,0,0,0,0,60.4,6.1,0,0.4,0.5,3.9,34.8,6.5,2.9,21.8,15.7,16.7,5.7,6.9,3.2,8.4,4.6,5.2,70.3489590950323
"7814",106,78,14,26,3.18,1.95,0,12,0,0,0,0,105,46,0,0,0,0,0,0,27,0,0,0,0,8,4.6,0.7,0.8,0,0,2,0,29.3,0,0,0,0,0,51.1,3,0,1.2,0.2,0.1,33.3,2.9,3.3,16.4,15.7,11.3,4.9,4.3,9.6,21,7.6,8.6,53.5212769983314
"7815",277,189,22,206,3.73,3.21,0,0,0,0,0,0,834,517,0,0,0,0,0,0,79,0,0,0,0,40.2,12.8,6.1,6.2,1.7,3.9,7.9,1.6,1.2,0,0,0,0,0,51.7,6.1,0,1.2,3.4,0,32.4,4.8,5.9,8.7,12.9,13,7.6,9.7,9.1,25.7,9.5,2.3,674.834355854459
"7816",88,119,37,119,3.42,2.92,0,0,0,0,0,0,1011,206,0,0,0,0,0,9,10,0,0,0,0,33,21,0.5,2.4,0.8,3.4,4.3,0.6,2.8,0,0,0,0,0,62.4,1.1,0.2,0.2,0.6,0,45.3,9.1,7.2,7.5,11.4,13.3,6.3,8.5,8.2,25.4,10.4,3.7,529.715266645902
"7817",153,63,33,91,3.63,3.21,0,0,0,0,0,0,85,244,0,0,0,0,0,0,0,0,0,0,0,22.4,3,2.5,4.7,0,1.6,8.6,1.9,0.6,0,0,0,0,0,74.2,1.2,0,0,0.5,0.3,37.6,5.3,8.6,10.9,12.7,13.7,7.2,7,6.9,25.7,11.3,4.8,238.074939319859
"7818",44,96,10,9,2.65,1.79,0,0,0,0,0,0,90,63,0,0,0,0,0,5,0,0,0,0,0,11.1,2.6,2.4,2,0.5,1.8,1.8,0,4.4,0,0,0,0,0,83.2,0.6,0.1,0,0.2,0,38.2,2.8,1.3,6.7,9.3,9.8,0.7,8,9.9,51.7,15.8,1,367.610457363863
"7819",49,95,51,115,3.42,2.77,0,0,0,0,0,0,134,9,0,0,0,0,0,0,96,0,0,0,0,9.6,2.9,1.2,0.5,0.3,4.1,0.2,0.4,2.3,0,0,0,0,0,81,5.1,0,2.1,0.4,0.2,49.7,5.5,4.8,8.4,13.2,16.9,9.8,4.8,6,24.1,10.5,7.3,271.248494145127
"7820",390,67,32,108,3.23,2.51,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,1.3,0.7,0,0.1,0.2,0.3,0,0,1.8,0,0,0,0,0,96.1,0.9,0,0,0.3,0.5,48.8,6.7,4.2,19.2,17.1,13.3,6.7,6.2,6.3,16,6.7,4.5,108.781403422625
"7821",41,148,25,38,3.18,2.57,0,0,0,0,0,0,6,16,73,73,0,0,0,0,14,0,0,0,0,5,0.2,0.9,3.4,0,0.2,0.4,0,0.4,1.9,1.9,0,0,0,90.4,1.6,0,0.4,1.2,0.1,42,7.1,5.7,7,13.5,16.4,6.5,8.8,5.1,23.4,9.8,4.8,193.142621686506
"7822",205,104,44,19,3.14,2.64,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.2,0.2,0,0.2,0,0,0,0,0,0,0,93.9,2,0,0,1.2,0.7,46.5,7.9,5.9,6.9,11.2,19.6,7.3,5.6,7.8,20.9,9.5,7.2,285.872587127475
"7823",99,102,73,77,3.36,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0.7,1,0,0.4,0,0.1,0.5,0,0,0,0,0,94.7,1.6,0,0,0.9,0.7,41.1,6.4,5.9,9.4,12.8,18.6,6.3,8.6,4.9,16.8,6,8,156.621487046397
"7824",85,83,0,124,3.31,2.37,5,0,0,0,0,0,684,19,0,0,0,0,0,0,0,0,0,0,0,32,23,0,7.2,0,1.1,0.6,0,2.4,0,0,0,0,0,63.2,1.8,0,0,1,0.6,45.4,4.4,3.4,12,11.1,10.8,5.1,10.1,7.8,30.4,13.3,5.4,349.271066240242
"7825",26,0,84,247,4.31,3.67,41,46,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,52.5,2.5,0,0.5,0.4,0,65.5,15.5,5.4,9.4,16.8,16.3,8,4.2,6,8,1.8,9.6,780.388590872204
"7826",146,301,53,163,3.42,2.84,16,0,0,0,0,0,526,53,10,0,10,0,0,0,55,0,0,0,0,16.9,7.1,1.6,4.3,2.4,0.5,0.7,0.3,0.5,0.1,0,0.1,0,0,79,2.2,0,0.7,0.6,0.3,33.9,5.9,4.8,10.5,12.3,15.4,6.2,10.6,8.6,18.9,7.7,6.5,768.414716872463
"7827",136,69,97,101,3.15,2.73,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,18.5,7.6,1.8,3.3,2.2,2.6,0,1,3.8,0,0,0,0,0,76.4,1.3,0,0,0,0,39.8,5.9,3.5,15,11.1,14.3,6.1,10.7,7.6,16.1,7.2,6.8,786.210138714765
"7828",167,144,117,241,3.15,2.62,0,11,11,0,0,0,644,47,0,0,0,0,0,0,0,0.2,0,0,0,20.6,9.4,1.6,3.7,1.1,2.9,0.7,1.1,5.8,0,0,0,0,0,61.4,2.2,0,0,1.8,0.2,40.2,7.3,5.1,16.9,16.6,15.1,4.4,6,7.4,15.1,5.1,7.4,532.615851182699
"7829",134,121,31,135,3.23,2.79,7,12,0,0,0,0,179,156,0,0,0,0,0,0,35,0,0,0,0,10,3.8,0,2,0.7,0,3.3,0.1,9.7,0,0,0,0,0,74,2.8,0,0.7,0.4,0.4,45.2,9.3,8.3,12.4,15.7,14.2,4.7,6.3,6.5,16.5,8.9,6.4,222.132380203952
"7830",140,81,22,29,3.34,2.96,7,0,0,0,0,0,485,27,0,0,0,0,0,0,0,0,0,0,0,13.2,11.6,0,0,0.6,0.4,0.6,0,1.2,0,0,0,0,0,85,0.5,0,0,0.2,0,45.3,8.4,6,13.1,10.6,16.7,5.8,9.9,6.5,19.8,11.5,3.4,238.983769246655
"7831",91,52,123,272,4.37,4.23,0,0,0,0,0,0,71,0,0,0,0,0,0,0,39,0,0,0,0,1.5,1.1,0,0.5,0,0,0,0,6.2,0,0,0,0,0,28.9,1.7,0,0.6,0,0,49.3,9.1,6.7,17.2,13.1,12.8,9.2,4.5,4.2,7.8,4,9.5,115.176701184082
"7832",82,60,70,101,3.84,3.4,0,0,0,0,0,0,169,35,0,0,0,0,0,0,0,0,0,0,0,10.8,5.3,0.9,2,0,1.2,1.1,0.3,4.4,0,0,0,0,0,52.8,3.8,0,0,0,0.2,46.4,9.4,10.2,12.9,12.9,14.2,5.5,6.6,5,14,4.9,7.5,166.777993099661
"7833",126,214,94,79,3.35,2.92,20,0,0,0,0,0,443,123,0,0,0,0,0,0,70,0,0,0,0,13,6.2,0.9,1.1,1.1,1.7,1.7,0.2,9,0,0,0,0,0,73.8,2.9,0,1,1.8,0,36,7.9,8.5,10.2,14.6,14.3,8.4,5.7,9.9,14.8,6.8,3.3,299.235642310409
"7834",37,83,24,157,3.76,3.3,0,0,0,0,0,0,234,216,0,0,0,0,0,0,0,0,0,0,0,14.2,6.3,0,2,0,0,5.8,0,12.1,0,0,0,0,0,54.6,1,0,0,1,0,42.8,8.6,11.4,8.6,14,21.1,7,3.7,5,10.5,5.5,4.4,111.237932929583
"7835",144,159,57,70,3.17,2.73,0,36,0,0,0,0,190,67,0,0,0,0,0,0,52,0,0,0,0,7.3,3.7,0.3,0.8,0,0.2,1.3,1,3.2,0,0,0,0,0,82.8,2.6,0,1,0.5,0.8,49.7,7,4.5,7.8,13.9,18,8.8,7.1,7.2,19.8,9.3,3.8,328.656231093596
"7836",424,308,171,114,3.36,2.85,0,37,0,0,0,0,1320,413,0,0,0,0,0,0,22,0,0,0,0,26.7,10.3,3.1,9,0,1,3.2,0,1.9,0,0,0,0,0,65.5,2.4,0,0.2,0.3,0.9,38.1,5.3,5.7,12.2,18.5,19.8,7.3,3.8,3.5,12.6,6.5,9.9,1535.51378907327
"7837",192,130,29,56,3.39,3.23,7,125,0,0,0,0,293,89,0,0,0,0,0,0,46,0,0,0,0,12.6,6.4,0.6,1.1,0,1.4,2,1.1,0.5,0,0,0,0,0,82.8,1.5,0,1,0.5,0,42.5,10.6,8.5,7.3,15.6,18.2,7.6,7.4,6.3,14.4,5.3,4.3,3640.72375847943
"7838",57,82,11,85,3.48,2.95,0,59,0,0,0,0,328,31,0,0,0,0,0,0,10,0,0,0,0,14.2,9.9,0,2.6,0,0.8,0.9,0,5.9,0,0,0,0,0,72.8,4.3,0,0.3,1.2,0,37.9,4.4,4,16.9,14.7,13.4,9.7,6.9,7.2,8.7,4.7,8.9,240.679332239319
"7839",81,33,52,64,3.54,3.36,0,0,0,0,0,0,395,95,0,0,0,0,0,8,0,0,0,0,0,22.5,14.3,2.6,1.5,0,0.7,3.4,0,6.3,0,0,0,0,0,63.6,1.8,0.3,0,1.2,0,46.2,10.5,8.8,17.8,13.9,12.5,6.6,5.5,4.6,9,4.2,7.7,171.710766927444
"7840",103,61,45,216,3.64,3.34,0,12,0,0,0,0,247,109,0,0,0,0,0,0,0,0,0,0,0,14.7,5.6,1,5.6,0,0,2.5,0,18.1,0,0,0,0,0,57.1,3.9,0,0,3.1,0,31,6.3,9.9,18.1,13.4,15.5,6.5,5.9,4.9,8,4.3,7.5,670.364117890911
"7841",65,40,93,89,3.14,2.46,0,0,0,0,0,0,36,0,97,0,0,97,0,0,58,0,0,0,0,3.2,1.1,0.5,0.6,0.5,0.5,0,0,15.6,2.9,0,0,2.9,0,75.5,2.2,0,1.7,0.5,0,36.3,5.9,5.8,14.8,11.1,13.7,5.5,10,6.7,18.1,8,7.1,479.841979476969
"7842",131,59,75,0,3.31,2.47,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,1.9,0.3,0,0,0,8.8,0,0,0,0,0,87.3,1.2,0,0,0.6,0.7,51.2,9.5,8,7.2,12.9,17,7.4,4.5,4.6,18.2,9.4,4.9,420.47937148772
"7843",75,60,61,177,3.71,3.15,0,53,0,0,0,0,51,16,0,0,0,0,0,0,17,0,0,0,0,2.5,0.9,0.6,0.3,0.4,0,0.3,0,0.1,0,0,0,0,0,85.2,2.1,0,0.3,0.2,0,35,6.2,7.4,13,11,18.3,4.9,8.5,6.3,15.1,7.3,6.2,1883.77371863645
"7844",131,110,49,15,3.15,2.23,0,7,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,5,0,0.9,1.5,0.1,0.2,2.3,0,1.5,0,0,0,0,0,87.8,5.1,0,0,0,0,26.8,3.2,6.6,5.4,12.6,15,3.5,8.5,3.9,29.7,6.7,5.7,225.713849119641
"7845",273,37,22,0,3.25,2.69,0,46,46,0,0,0,0,9,0,0,0,0,0,0,0,0.8,0,0,0,2.5,0,0.5,1.9,0,0,0.2,0,0.4,0,0,0,0,0,82.9,5.3,0,0,1,1.5,35.5,4.5,3,7.7,14.3,16.7,7.1,8.6,5.5,20.4,11,7.6,230.760849790479
"7846",126,109,77,154,3.48,2.69,0,0,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,5.8,0.5,0.4,4.3,0,0.2,0.4,0,1,0,0,0,0,0,87.7,1.6,0,0,1.3,0,51,7.7,2.8,9.8,16.9,15.3,6.4,10.1,7.6,19.2,7.4,5.3,165.658629564512
"7847",126,19,83,54,3.03,2.57,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,9.4,1,1.5,6.6,0.2,0,0,0,0.7,0,0,0,0,0,84,1.7,0,0,1.7,0,44,4.4,3,13,11.7,15.4,5.4,8.2,8.6,25.9,8.8,6.1,175.248001011301
"7848",160,68,77,7,3.38,2.85,0,0,0,0,0,0,478,493,0,0,0,0,0,4,0,0,0,0,0,21.1,7.6,2.1,1.7,0,1.2,7.8,0.8,4.7,0,0,0,0,0,57.2,6.1,0.1,0,2.4,1.8,25.7,5.7,7.6,18.5,14.8,12.8,6.7,5.1,0.9,10.8,5.8,8.6,472.718138843092
"7849",256,132,29,84,3.32,2.35,0,13,0,0,0,0,198,77,0,0,0,0,0,0,7,0,0,0,0,22.8,3.8,4.4,4.6,1.1,3.3,1.5,4,2.2,0,0,0,0,0,72.9,1.3,0,0.1,1.1,0,31.8,7.6,5.1,7.6,11.1,10.2,4.4,4.2,3.4,40.9,17.5,4.5,532.230450137816
"7850",207,130,49,291,3.57,3.1,10,48,0,35,0,0,883,233,0,0,0,0,0,12,0,0,0.7,0,0,33.3,16.6,0.5,5.1,0.4,3.1,4.4,3.2,4.1,0,0,0,0,0,52,4.6,0.2,0,0.3,0.3,28.4,4.8,4,19.6,13.4,12.4,5.9,5,7.1,17.8,8.8,6.2,191.992556128061
"7851",96,62,38,0,2.87,2.1,0,0,0,0,0,0,156,27,0,0,0,0,0,0,46,0,0,0,0,10.9,5.8,1.9,0.3,0.1,1.7,1,0,0.7,0,0,0,0,0,84.7,3.7,0,1.7,0.2,0.7,23.1,2.3,1.3,46.3,16.2,6.3,2.6,2.2,1.4,5.7,3.7,8.5,11.2645417889267
"7852",345,141,109,24,3.05,2.51,0,0,0,0,0,0,63,31,0,0,0,0,0,0,59,0,0,0,0,2.3,1.1,0.3,0,0,0,0.6,0.4,1,0,0,0,0,0,87.8,6.2,0,1.1,3.1,1.2,49.6,5.4,3.6,22.7,20.1,14.4,9.1,3.7,1.8,12,5,4.7,40.1141839242767
"7853",91,157,29,0,2.96,2.29,0,0,0,0,0,0,83,0,0,0,0,0,0,0,11,0,0,0,0,7.2,3.5,0.9,1.3,0,0,0,1.5,2.4,0,0,0,0,0,89.1,1,0,0.5,0.2,0,17.8,2.4,2.1,35.9,11.8,11.4,2.7,3.5,4,9.5,3.5,5.8,11.7749638985262
"7854",25,62,28,12,3.09,2.26,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.9,0.5,1.2,0,0,0,0,0.8,0,0,0,0,0,93.8,1.3,0,0,0,1,33.3,3,4.6,32.7,19.5,13.4,5.4,2.5,2.8,5.9,2.5,5.7,6.90594122699664
"7855",118,119,65,31,3.13,2.55,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0.3,1.4,1.4,0.7,0.4,0,0.7,1.1,0,0,0,0,0,93.2,0.6,0,0,0.6,0,42.3,4.6,1.4,26,22.7,12.3,7.1,1.5,1.8,5.8,1.4,10.3,10.8420001196333
"7856",104,215,103,24,3.25,2.5,13,35,15,0,0,0,44,0,0,0,0,0,0,0,189,0.4,0,0,0,2.8,1.1,0.2,0.4,0,0.3,0,0.8,0.7,0,0,0,0,0,88.4,6.4,0,4.9,0.2,1.2,34.3,3.9,1.7,30.8,22.9,7.3,6,4.3,0.7,3.1,1.5,10.4,12.4359788463485
"7857",71,56,65,248,3.81,3.14,51,0,0,0,0,0,27,48,0,0,0,0,0,0,48,0,0,0,0,4.2,0.3,0.7,2.1,0.6,0,0.6,0,1.7,0,0,0,0,0,79,3.2,0,0.6,1.5,0,40.5,6.9,7.4,16.2,13.1,13.9,6.9,4.8,2.9,11.3,5.8,7.8,170.850387226837
"7858",67,169,71,206,3.84,2.86,0,0,0,0,0,0,103,23,0,0,0,0,0,0,0,0,0,0,0,11.1,1.9,1.4,7.1,0,0.2,0.4,0,0.3,0,0,0,0,0,75.9,3.3,0,0,0.5,0.7,42.2,5.9,3.5,21,21.4,11.7,7,5.1,3,7.7,3.4,7.7,83.4483760380781
"7859",65,157,32,1,3.28,2.34,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,14.6,0,4.9,7.3,0.3,0,2.1,0,1,0,0,0,0,0,82.6,0.7,0,0,0,0.7,34.6,6.9,3.5,14.2,16.9,16.6,4.9,7.4,5.3,13.2,6.5,4.9,73.3779498610864
"7860",148,51,66,58,3.79,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,3.8,0.2,0.5,0,0,0,0,0,0,0,0,71,2.4,0,0,0.7,0,43.8,7.4,5.6,17.2,11.3,13.1,6.1,6,7.1,12.5,6.7,8.7,120.212860090411
"7861",86,65,60,92,3.5,3.03,0,8,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,3.2,0,0.2,2.6,0.2,0,0.2,0,0.4,0,0,0,0,0,79.9,2.5,0,0.2,1.8,0,35.7,6.1,5.5,10.9,18.2,15.3,5.9,7.1,3.8,16.8,7.9,5.8,117.979037959779
